Comercio;ID Comercio;Invoice DateFecha de Ingreso;Región;Estado;Ciudad;Producto;Precio Por Unidad;Unidades Vendidas;Precio Final;Ganancias;Margen Operativo;Metodo de Venta
West Gear;1128299;28/1/2021;West;California;San Francisco;Men's Apparel;$65.00 ;725;$4,71,250 ;$2,12,063 ;45%;Outlet
West Gear;1128299;29/1/2021;West;California;San Francisco;Women's Apparel;$70.00 ;775;$5,42,500 ;$ 54,25;10%;Outlet
West Gear;1128299;30/1/2021;West;California;San Francisco;Men's Street Footwear;$55.00 ;875;$4,81,250 ;$1,44,375 ;30%;Outlet
West Gear;1128299;31/1/2021;West;California;San Francisco;Men's Athletic Footwear;$60.00 ;875;$5,25,000 ;$ 78,75;15%;Outlet
West Gear;1128299;1/2/2021;West;California;San Francisco;Women's Street Footwear;$55.00 ;700;$3,85,000 ;$1,15,500 ;30%;Outlet
West Gear;1128299;2/2/2021;West;California;San Francisco;Women's Athletic Footwear;$55.00 ;675;$3,71,250 ;$ 92,81;25%;Outlet
West Gear;1128299;3/2/2021;West;California;San Francisco;Men's Apparel;$65.00 ;650;$4,22,500 ;$1,90,125 ;45%;Outlet
West Gear;1128299;4/2/2021;West;California;San Francisco;Women's Apparel;$70.00 ;700;$4,90,000 ;$ 49,00;10%;Outlet
West Gear;1128299;5/2/2021;West;California;San Francisco;Men's Street Footwear;$55.00 ;875;$4,81,250 ;$1,44,375 ;30%;Outlet
West Gear;1128299;6/2/2021;West;California;San Francisco;Men's Athletic Footwear;$60.00 ;875;$5,25,000 ;$ 78,75;15%;Outlet
West Gear;1128299;7/2/2021;West;California;San Francisco;Women's Street Footwear;$55.00 ;725;$3,98,750 ;$1,19,625 ;30%;Outlet
West Gear;1128299;8/2/2021;West;California;San Francisco;Women's Athletic Footwear;$55.00 ;700;$3,85,000 ;$ 96,25;25%;Outlet
West Gear;1128299;9/2/2021;West;California;San Francisco;Men's Apparel;$65.00 ;650;$4,22,500 ;$1,90,125 ;45%;Outlet
West Gear;1128299;10/2/2021;West;California;San Francisco;Women's Apparel;$70.00 ;775;$5,42,500 ;$ 54,25;10%;Outlet
West Gear;1128299;11/2/2021;West;California;San Francisco;Men's Street Footwear;$55.00 ;975;$5,36,250 ;$1,60,875 ;30%;Outlet
West Gear;1128299;12/2/2021;West;California;San Francisco;Men's Athletic Footwear;$60.00 ;975;$5,85,000 ;$ 87,75;15%;Outlet
West Gear;1128299;13/2/2021;West;California;San Francisco;Women's Street Footwear;$55.00 ;775;$4,26,250 ;$1,27,875 ;30%;Outlet
West Gear;1128299;14/2/2021;West;California;San Francisco;Women's Athletic Footwear;$55.00 ;775;$4,26,250 ;$1,06,563 ;25%;Outlet
West Gear;1128299;15/2/2021;West;California;San Francisco;Men's Apparel;$65.00 ;700;$4,55,000 ;$2,04,750 ;45%;Outlet
West Gear;1128299;16/2/2021;West;California;San Francisco;Women's Apparel;$70.00 ;800;$5,60,000 ;$ 56,00;10%;Outlet
Kohl's;1189833;17/2/2021;West;California;San Francisco;Men's Street Footwear;$35.00 ;700;$2,45,000 ;$ 98,00;40%;Outlet
Kohl's;1189833;18/2/2021;West;California;San Francisco;Men's Athletic Footwear;$45.00 ;700;$3,15,000 ;$ 78,75;25%;Outlet
Kohl's;1189833;9/3/2021;West;California;San Francisco;Women's Street Footwear;$45.00 ;700;$3,15,000 ;$1,26,000 ;40%;Outlet
Kohl's;1189833;10/3/2021;West;California;San Francisco;Women's Athletic Footwear;$45.00 ;550;$2,47,500 ;$ 86,63;35%;Outlet
Kohl's;1189833;11/3/2021;West;California;Los Angeles;Men's Apparel;$50.00 ;500;$2,50,000 ;$1,37,500 ;55%;Outlet
Kohl's;1189833;12/3/2021;West;California;Los Angeles;Women's Apparel;$45.00 ;700;$3,15,000 ;$ 63,00;20%;Outlet
Kohl's;1189833;13/3/2021;West;California;Los Angeles;Men's Street Footwear;$35.00 ;750;$2,62,500 ;$1,05,000 ;40%;Outlet
Kohl's;1189833;14/3/2021;West;California;Los Angeles;Men's Athletic Footwear;$45.00 ;650;$2,92,500 ;$ 73,13;25%;Outlet
Kohl's;1189833;15/3/2021;West;California;Los Angeles;Women's Street Footwear;$45.00 ;675;$3,03,750 ;$1,21,500 ;40%;Outlet
Kohl's;1189833;16/3/2021;West;California;Los Angeles;Women's Athletic Footwear;$45.00 ;525;$2,36,250 ;$ 82,69;35%;Outlet
Kohl's;1189833;17/3/2021;West;California;Los Angeles;Men's Apparel;$50.00 ;450;$2,25,000 ;$1,23,750 ;55%;Outlet
Kohl's;1189833;18/3/2021;West;California;Los Angeles;Women's Apparel;$45.00 ;650;$2,92,500 ;$ 58,50;20%;Outlet
Kohl's;1189833;19/3/2021;West;California;Los Angeles;Men's Street Footwear;$35.00 ;800;$2,80,000 ;$1,12,000 ;40%;Outlet
Kohl's;1189833;20/3/2021;West;California;Los Angeles;Men's Athletic Footwear;$45.00 ;650;$2,92,500 ;$ 73,13;25%;Outlet
Kohl's;1189833;21/3/2021;West;California;Los Angeles;Women's Street Footwear;$45.00 ;650;$2,92,500 ;$1,17,000 ;40%;Outlet
Kohl's;1189833;22/3/2021;West;California;Los Angeles;Women's Athletic Footwear;$45.00 ;550;$2,47,500 ;$ 86,63;35%;Outlet
Kohl's;1189833;23/3/2021;West;California;Los Angeles;Men's Apparel;$50.00 ;425;$2,12,500 ;$1,16,875 ;55%;Outlet
Kohl's;1189833;6/4/2021;West;California;Los Angeles;Women's Apparel;$45.00 ;625;$2,81,250 ;$ 56,25;20%;Outlet
Kohl's;1189833;7/4/2021;West;California;Los Angeles;Men's Street Footwear;$45.00 ;800;$3,60,000 ;$1,44,000 ;40%;Outlet
Kohl's;1189833;8/4/2021;West;California;Los Angeles;Men's Athletic Footwear;$50.00 ;600;$3,00,000 ;$ 75,00;25%;Outlet
Kohl's;1189833;9/4/2021;West;California;Los Angeles;Women's Street Footwear;$50.00 ;625;$3,12,500 ;$1,25,000 ;40%;Outlet
Kohl's;1189833;10/4/2021;West;California;Los Angeles;Women's Athletic Footwear;$45.00 ;525;$2,36,250 ;$ 82,69;35%;Outlet
Kohl's;1189833;11/4/2021;West;California;Los Angeles;Men's Apparel;$50.00 ;425;$2,12,500 ;$1,16,875 ;55%;Outlet
Kohl's;1189833;12/4/2021;West;California;Los Angeles;Women's Apparel;$65.00 ;600;$3,90,000 ;$ 78,00;20%;Outlet
Kohl's;1189833;13/4/2021;West;California;Los Angeles;Men's Street Footwear;$45.00 ;800;$3,60,000 ;$1,44,000 ;40%;Outlet
Kohl's;1189833;14/4/2021;West;California;Los Angeles;Men's Athletic Footwear;$50.00 ;650;$3,25,000 ;$ 81,25;25%;Outlet
Kohl's;1189833;15/4/2021;West;California;Los Angeles;Women's Street Footwear;$50.00 ;650;$3,25,000 ;$1,30,000 ;40%;Outlet
Kohl's;1189833;16/4/2021;West;California;Los Angeles;Women's Athletic Footwear;$45.00 ;550;$2,47,500 ;$ 86,63;35%;Outlet
Kohl's;1189833;17/4/2021;West;California;Los Angeles;Men's Apparel;$50.00 ;450;$2,25,000 ;$1,23,750 ;55%;Outlet
Kohl's;1189833;18/4/2021;West;California;Los Angeles;Women's Apparel;$65.00 ;625;$4,06,250 ;$ 81,25;20%;Outlet
Kohl's;1189833;19/4/2021;West;California;Los Angeles;Men's Street Footwear;$45.00 ;900;$4,05,000 ;$1,62,000 ;40%;Outlet
Kohl's;1189833;20/4/2021;West;California;Los Angeles;Men's Athletic Footwear;$50.00 ;750;$3,75,000 ;$ 93,75;25%;Outlet
Kohl's;1189833;21/4/2021;West;California;Los Angeles;Women's Street Footwear;$50.00 ;750;$3,75,000 ;$1,50,000 ;40%;Outlet
Kohl's;1189833;22/4/2021;West;California;Los Angeles;Women's Athletic Footwear;$45.00 ;625;$2,81,250 ;$ 98,44;35%;Outlet
Kohl's;1189833;23/4/2021;West;California;Los Angeles;Men's Apparel;$50.00 ;500;$2,50,000 ;$1,37,500 ;55%;Outlet
Kohl's;1189833;24/4/2021;West;California;Los Angeles;Women's Apparel;$65.00 ;800;$5,20,000 ;$1,04,000 ;20%;Outlet
Kohl's;1189833;25/4/2021;West;California;Los Angeles;Men's Street Footwear;$45.00 ;950;$4,27,500 ;$1,71,000 ;40%;Outlet
Kohl's;1189833;26/4/2021;West;California;Los Angeles;Men's Athletic Footwear;$50.00 ;800;$4,00,000 ;$1,00,000 ;25%;Outlet
Kohl's;1189833;27/4/2021;West;California;Los Angeles;Women's Street Footwear;$50.00 ;750;$3,75,000 ;$1,50,000 ;40%;Outlet
Kohl's;1189833;28/4/2021;West;California;Los Angeles;Women's Athletic Footwear;$45.00 ;650;$2,92,500 ;$1,02,375 ;35%;Outlet
Kohl's;1189833;29/4/2021;West;California;Los Angeles;Men's Apparel;$50.00 ;700;$3,50,000 ;$1,92,500 ;55%;Outlet
Kohl's;1189833;30/4/2021;West;California;Los Angeles;Women's Apparel;$65.00 ;700;$4,55,000 ;$ 91,00;20%;Outlet
Kohl's;1189833;1/5/2021;West;California;Los Angeles;Men's Street Footwear;$50.00 ;900;$4,50,000 ;$1,80,000 ;40%;Outlet
Kohl's;1189833;2/5/2021;West;California;Los Angeles;Men's Athletic Footwear;$55.00 ;850;$4,67,500 ;$1,16,875 ;25%;Outlet
Kohl's;1189833;3/5/2021;West;California;Los Angeles;Women's Street Footwear;$50.00 ;725;$3,62,500 ;$1,45,000 ;40%;Outlet
Kohl's;1189833;4/5/2021;West;California;Los Angeles;Women's Athletic Footwear;$50.00 ;675;$3,37,500 ;$1,18,125 ;35%;Outlet
Kohl's;1189833;5/5/2021;West;California;Los Angeles;Men's Apparel;$60.00 ;675;$4,05,000 ;$2,22,750 ;55%;Outlet
Kohl's;1189833;6/5/2021;West;California;Los Angeles;Women's Apparel;$65.00 ;650;$4,22,500 ;$ 84,50;20%;Outlet
Kohl's;1189833;7/5/2021;West;California;Los Angeles;Men's Street Footwear;$50.00 ;850;$4,25,000 ;$1,70,000 ;40%;Outlet
Kohl's;1189833;8/5/2021;West;California;Los Angeles;Men's Athletic Footwear;$55.00 ;850;$4,67,500 ;$1,16,875 ;25%;Outlet
Kohl's;1189833;9/5/2021;West;California;Los Angeles;Women's Street Footwear;$50.00 ;700;$3,50,000 ;$1,40,000 ;40%;Outlet
Kohl's;1189833;10/5/2021;West;California;Los Angeles;Women's Athletic Footwear;$50.00 ;650;$3,25,000 ;$1,13,750 ;35%;Outlet
Kohl's;1189833;11/5/2021;West;California;Los Angeles;Men's Apparel;$60.00 ;650;$3,90,000 ;$2,14,500 ;55%;Outlet
Kohl's;1189833;12/5/2021;West;California;Los Angeles;Women's Apparel;$65.00 ;700;$4,55,000 ;$ 91,00;20%;Outlet
Kohl's;1189833;13/5/2021;West;California;Los Angeles;Men's Street Footwear;$50.00 ;800;$4,00,000 ;$1,60,000 ;40%;Outlet
Kohl's;1189833;14/5/2021;West;California;Los Angeles;Men's Athletic Footwear;$55.00 ;800;$4,40,000 ;$1,10,000 ;25%;Outlet
Kohl's;1189833;15/5/2021;West;California;Los Angeles;Women's Street Footwear;$50.00 ;650;$3,25,000 ;$1,30,000 ;40%;Outlet
Kohl's;1189833;16/5/2021;West;California;Los Angeles;Women's Athletic Footwear;$50.00 ;625;$3,12,500 ;$1,09,375 ;35%;Outlet
Kohl's;1189833;17/5/2021;West;California;Los Angeles;Men's Apparel;$60.00 ;600;$3,60,000 ;$1,98,000 ;55%;Outlet
Kohl's;1189833;18/5/2021;West;California;Los Angeles;Women's Apparel;$65.00 ;650;$4,22,500 ;$ 84,50;20%;Outlet
Kohl's;1189833;19/5/2021;West;California;Los Angeles;Men's Street Footwear;$50.00 ;825;$4,12,500 ;$1,65,000 ;40%;Outlet
Kohl's;1189833;20/5/2021;West;California;Los Angeles;Men's Athletic Footwear;$55.00 ;825;$4,53,750 ;$1,13,438 ;25%;Outlet
Kohl's;1189833;21/5/2021;West;California;Los Angeles;Women's Street Footwear;$50.00 ;675;$3,37,500 ;$1,35,000 ;40%;Outlet
Kohl's;1189833;22/5/2021;West;California;Los Angeles;Women's Athletic Footwear;$50.00 ;650;$3,25,000 ;$1,13,750 ;35%;Outlet
Kohl's;1189833;23/5/2021;West;California;Los Angeles;Men's Apparel;$60.00 ;600;$3,60,000 ;$1,98,000 ;55%;Outlet
Kohl's;1189833;24/5/2021;West;California;Los Angeles;Women's Apparel;$65.00 ;700;$4,55,000 ;$ 91,00;20%;Outlet
Kohl's;1189833;25/5/2021;West;California;Los Angeles;Men's Street Footwear;$50.00 ;900;$4,50,000 ;$1,80,000 ;40%;Outlet
Kohl's;1189833;26/5/2021;West;California;Los Angeles;Men's Athletic Footwear;$55.00 ;900;$4,95,000 ;$1,23,750 ;25%;Outlet
Kohl's;1189833;27/5/2021;West;California;Los Angeles;Women's Street Footwear;$50.00 ;700;$3,50,000 ;$1,40,000 ;40%;Outlet
Kohl's;1189833;28/5/2021;West;California;Los Angeles;Women's Athletic Footwear;$50.00 ;700;$3,50,000 ;$1,22,500 ;35%;Outlet
Kohl's;1189833;29/5/2021;West;California;Los Angeles;Men's Apparel;$60.00 ;625;$3,75,000 ;$2,06,250 ;55%;Outlet
Kohl's;1189833;30/5/2021;West;California;Los Angeles;Women's Apparel;$65.00 ;725;$4,71,250 ;$ 94,25;20%;Outlet
Foot Locker;1185732;31/5/2021;West;California;Los Angeles;Men's Street Footwear;$45.00 ;475;$2,13,750 ;$ 85,50;40%;Outlet
Foot Locker;1185732;1/6/2021;West;California;Los Angeles;Men's Athletic Footwear;$45.00 ;275;$1,23,750 ;$ 43,31;35%;Outlet
Foot Locker;1185732;2/6/2021;West;California;Los Angeles;Women's Street Footwear;$35.00 ;275;$ 96,25;$ 33,69;35%;Outlet
Foot Locker;1185732;3/6/2021;West;California;Los Angeles;Women's Athletic Footwear;$40.00 ;125;$ 50,00;$ 20,00;40%;Outlet
Foot Locker;1185732;4/6/2021;Midwest;Illinois;Chicago;Men's Apparel;$55.00 ;175;$ 96,25;$ 33,69;35%;Outlet
Foot Locker;1185732;5/6/2021;Midwest;Illinois;Chicago;Women's Apparel;$45.00 ;275;$1,23,750 ;$ 61,88;50%;Outlet
Foot Locker;1185732;6/6/2021;Midwest;Illinois;Chicago;Men's Street Footwear;$45.00 ;525;$2,36,250 ;$ 94,50;40%;Outlet
Foot Locker;1185732;7/6/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;$45.00 ;175;$ 78,75;$ 27,56;35%;Outlet
Foot Locker;1185732;8/6/2021;Midwest;Illinois;Chicago;Women's Street Footwear;$35.00 ;225;$ 78,75;$ 27,56;35%;Outlet
Foot Locker;1185732;9/6/2021;Midwest;Illinois;Chicago;Women's Athletic Footwear;$40.00 ;100;$ 40,00;$ 16,00;40%;Outlet
Foot Locker;1185732;10/6/2021;Midwest;Illinois;Chicago;Men's Apparel;$55.00 ;175;$ 96,25;$ 33,69;35%;Outlet
Foot Locker;1185732;11/6/2021;Midwest;Illinois;Chicago;Women's Apparel;$45.00 ;275;$1,23,750 ;$ 61,88;50%;Outlet
Foot Locker;1185732;12/6/2021;Midwest;Illinois;Chicago;Men's Street Footwear;$50.00 ;495;$2,47,500 ;$ 99,00;40%;Outlet
Foot Locker;1185732;13/6/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;$50.00 ;200;$1,00,000 ;$ 35,00;35%;Outlet
Foot Locker;1185732;14/6/2021;Midwest;Illinois;Chicago;Women's Street Footwear;$40.00 ;225;$ 90,00;$ 31,50;35%;Outlet
Foot Locker;1185732;15/6/2021;Midwest;Illinois;Chicago;Women's Athletic Footwear;$45.00 ;75;$ 33,75;$ 13,50;40%;Outlet
Foot Locker;1185732;16/6/2021;Midwest;Illinois;Chicago;Men's Apparel;$60.00 ;125;$ 75,00;$ 26,25;35%;Outlet
Foot Locker;1185732;17/6/2021;Midwest;Illinois;Chicago;Women's Apparel;$50.00 ;225;$1,12,500 ;$ 56,25;50%;Outlet
Foot Locker;1185732;18/6/2021;Midwest;Illinois;Chicago;Men's Street Footwear;$50.00 ;450;$2,25,000 ;$ 90,00;40%;Outlet
Foot Locker;1185732;19/6/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;$50.00 ;150;$ 75,00;$ 26,25;35%;Outlet
Foot Locker;1185732;20/6/2021;Midwest;Illinois;Chicago;Women's Street Footwear;$40.00 ;150;$ 60,00;$ 21,00;35%;Outlet
Foot Locker;1185732;21/6/2021;Midwest;Illinois;Chicago;Women's Athletic Footwear;$45.00 ;75;$ 33,75;$ 13,50;40%;Outlet
Foot Locker;1185732;22/6/2021;Midwest;Illinois;Chicago;Men's Apparel;$60.00 ;100;$ 60,00;$ 21,00;35%;Outlet
Foot Locker;1185732;23/6/2021;Midwest;Illinois;Chicago;Women's Apparel;$50.00 ;225;$1,12,500 ;$ 56,25;50%;Outlet
Foot Locker;1185732;24/6/2021;Midwest;Illinois;Chicago;Men's Street Footwear;$60.00 ;495;$2,97,000 ;$1,18,800 ;40%;Outlet
Foot Locker;1185732;25/6/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;$55.00 ;200;$1,10,000 ;$ 38,50;35%;Outlet
Foot Locker;1185732;26/6/2021;Midwest;Illinois;Chicago;Women's Street Footwear;$50.00 ;175;$ 87,50;$ 30,63;35%;Outlet
Foot Locker;1185732;27/6/2021;Midwest;Illinois;Chicago;Women's Athletic Footwear;$50.00 ;100;$ 50,00;$ 20,00;40%;Outlet
Foot Locker;1185732;28/6/2021;Midwest;Illinois;Chicago;Men's Apparel;$60.00 ;125;$ 75,00;$ 26,25;35%;Outlet
Foot Locker;1185732;29/6/2021;Midwest;Illinois;Chicago;Women's Apparel;$65.00 ;250;$1,62,500 ;$ 81,25;50%;Outlet
Foot Locker;1185732;30/6/2021;Midwest;Illinois;Chicago;Men's Street Footwear;$50.00 ;500;$2,50,000 ;$1,00,000 ;40%;Outlet
Foot Locker;1185732;1/7/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;$45.00 ;250;$1,12,500 ;$ 39,38;35%;Outlet
Foot Locker;1185732;2/7/2021;Midwest;Illinois;Chicago;Women's Street Footwear;$40.00 ;200;$ 80,00;$ 28,00;35%;Outlet
Foot Locker;1185732;3/7/2021;Midwest;Illinois;Chicago;Women's Athletic Footwear;$40.00 ;175;$ 70,00;$ 28,00;40%;Outlet
Foot Locker;1185732;4/7/2021;Midwest;Illinois;Chicago;Men's Apparel;$50.00 ;175;$ 87,50;$ 30,63;35%;Outlet
Foot Locker;1185732;5/7/2021;Midwest;Illinois;Chicago;Women's Apparel;$55.00 ;350;$1,92,500 ;$ 96,25;50%;Outlet
Foot Locker;1185732;6/7/2021;Midwest;Illinois;Chicago;Men's Street Footwear;$50.00 ;575;$2,87,500 ;$1,15,000 ;40%;Outlet
Foot Locker;1185732;7/7/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;$45.00 ;325;$1,46,250 ;$ 51,19;35%;Outlet
Foot Locker;1185732;8/7/2021;Midwest;Illinois;Chicago;Women's Street Footwear;$40.00 ;250;$1,00,000 ;$ 35,00;35%;Outlet
Foot Locker;1185732;9/7/2021;Midwest;Illinois;Chicago;Women's Athletic Footwear;$40.00 ;200;$ 80,00;$ 32,00;40%;Outlet
Foot Locker;1185732;10/7/2021;Midwest;Illinois;Chicago;Men's Apparel;$50.00 ;225;$1,12,500 ;$ 39,38;35%;Outlet
Foot Locker;1185732;11/7/2021;Midwest;Illinois;Chicago;Women's Apparel;$55.00 ;400;$2,20,000 ;$1,10,000 ;50%;Outlet
Foot Locker;1185732;12/7/2021;Midwest;Illinois;Chicago;Men's Street Footwear;$50.00 ;550;$2,75,000 ;$1,10,000 ;40%;Outlet
Foot Locker;1185732;13/7/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;$45.00 ;325;$1,46,250 ;$ 51,19;35%;Outlet
Foot Locker;1185732;14/7/2021;Midwest;Illinois;Chicago;Women's Street Footwear;$40.00 ;250;$1,00,000 ;$ 35,00;35%;Outlet
Foot Locker;1185732;15/7/2021;Midwest;Illinois;Chicago;Women's Athletic Footwear;$40.00 ;225;$ 90,00;$ 36,00;40%;Outlet
Foot Locker;1185732;16/7/2021;Midwest;Illinois;Chicago;Men's Apparel;$50.00 ;200;$1,00,000 ;$ 35,00;35%;Outlet
Foot Locker;1185732;17/7/2021;Midwest;Illinois;Chicago;Women's Apparel;$55.00 ;375;$2,06,250 ;$1,03,125 ;50%;Outlet
Foot Locker;1185732;18/7/2021;Midwest;Illinois;Chicago;Men's Street Footwear;$50.00 ;500;$2,50,000 ;$1,00,000 ;40%;Outlet
Foot Locker;1185732;19/7/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;$45.00 ;300;$1,35,000 ;$ 47,25;35%;Outlet
Foot Locker;1185732;20/7/2021;Midwest;Illinois;Chicago;Women's Street Footwear;$40.00 ;200;$ 80,00;$ 28,00;35%;Outlet
Foot Locker;1185732;21/7/2021;Midwest;Illinois;Chicago;Women's Athletic Footwear;$40.00 ;175;$ 70,00;$ 28,00;40%;Outlet
Foot Locker;1185732;22/7/2021;Midwest;Illinois;Chicago;Men's Apparel;$50.00 ;175;$ 87,50;$ 30,63;35%;Outlet
Foot Locker;1185732;23/7/2021;Midwest;Illinois;Chicago;Women's Apparel;$55.00 ;250;$1,37,500 ;$ 68,75;50%;Outlet
Foot Locker;1185732;24/7/2021;Midwest;Illinois;Chicago;Men's Street Footwear;$60.00 ;425;$2,55,000 ;$1,02,000 ;40%;Outlet
Foot Locker;1185732;25/7/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;$50.00 ;250;$1,25,000 ;$ 43,75;35%;Outlet
Foot Locker;1185732;26/7/2021;Midwest;Illinois;Chicago;Women's Street Footwear;$50.00 ;150;$ 75,00;$ 26,25;35%;Outlet
Foot Locker;1185732;27/7/2021;Midwest;Illinois;Chicago;Women's Athletic Footwear;$50.00 ;125;$ 62,50;$ 25,00;40%;Outlet
Foot Locker;1185732;28/7/2021;Midwest;Illinois;Chicago;Men's Apparel;$60.00 ;125;$ 75,00;$ 26,25;35%;Outlet
Foot Locker;1185732;29/7/2021;Midwest;Illinois;Chicago;Women's Apparel;$65.00 ;250;$1,62,500 ;$ 81,25;50%;Outlet
Foot Locker;1185732;30/7/2021;Midwest;Illinois;Chicago;Men's Street Footwear;$60.00 ;400;$2,40,000 ;$ 96,00;40%;Outlet
Foot Locker;1185732;31/7/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;$50.00 ;250;$1,25,000 ;$ 43,75;35%;Outlet
Foot Locker;1185732;1/8/2021;Midwest;Illinois;Chicago;Women's Street Footwear;$50.00 ;195;$ 97,50;$ 34,13;35%;Outlet
Foot Locker;1185732;2/8/2021;Midwest;Illinois;Chicago;Women's Athletic Footwear;$50.00 ;175;$ 87,50;$ 35,00;40%;Outlet
Foot Locker;1185732;3/8/2021;Midwest;Illinois;Chicago;Men's Apparel;$60.00 ;150;$ 90,00;$ 31,50;35%;Outlet
Foot Locker;1185732;4/8/2021;Midwest;Illinois;Chicago;Women's Apparel;$65.00 ;250;$1,62,500 ;$ 81,25;50%;Outlet
Foot Locker;1185732;5/8/2021;Midwest;Illinois;Chicago;Men's Street Footwear;$60.00 ;500;$3,00,000 ;$1,20,000 ;40%;Outlet
Foot Locker;1185732;6/8/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;$50.00 ;300;$1,50,000 ;$ 52,50;35%;Outlet
Foot Locker;1185732;7/8/2021;Midwest;Illinois;Chicago;Women's Street Footwear;$50.00 ;250;$1,25,000 ;$ 43,75;35%;Outlet
Foot Locker;1185732;8/8/2021;Midwest;Illinois;Chicago;Women's Athletic Footwear;$50.00 ;200;$1,00,000 ;$ 40,00;40%;Outlet
Foot Locker;1185732;9/8/2021;Midwest;Illinois;Chicago;Men's Apparel;$60.00 ;200;$1,20,000 ;$ 42,00;35%;Outlet
Foot Locker;1185732;10/8/2021;Midwest;Illinois;Chicago;Women's Apparel;$65.00 ;300;$1,95,000 ;$ 97,50;50%;Outlet
Sports Direct;1197831;11/8/2021;Midwest;Illinois;Chicago;Men's Street Footwear;$20.00 ;725;$1,45,000 ;$ 43,50;30%;Outlet
Sports Direct;1197831;12/8/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;$30.00 ;725;$2,17,500 ;$ 65,25;30%;Outlet
Sports Direct;1197831;13/8/2021;Midwest;Illinois;Chicago;Women's Street Footwear;$30.00 ;525;$1,57,500 ;$ 47,25;30%;Outlet
Sports Direct;1197831;14/8/2021;Midwest;Illinois;Chicago;Women's Athletic Footwear;$35.00 ;525;$1,83,750 ;$ 73,50;40%;Outlet
Sports Direct;1197831;15/8/2021;South;Texas;Dallas;Men's Apparel;$40.00 ;375;$1,50,000 ;$ 37,50;25%;Outlet
Sports Direct;1197831;16/8/2021;South;Texas;Dallas;Women's Apparel;$35.00 ;525;$1,83,750 ;$ 82,69;45%;Outlet
Sports Direct;1197831;17/8/2021;South;Texas;Dallas;Men's Street Footwear;$25.00 ;675;$1,68,750 ;$ 50,63;30%;Outlet
Sports Direct;1197831;18/8/2021;South;Texas;Dallas;Men's Athletic Footwear;$35.00 ;650;$2,27,500 ;$ 68,25;30%;Outlet
Sports Direct;1197831;19/8/2021;South;Texas;Dallas;Women's Street Footwear;$35.00 ;475;$1,66,250 ;$ 49,88;30%;Outlet
Sports Direct;1197831;20/8/2021;South;Texas;Dallas;Women's Athletic Footwear;$35.00 ;425;$1,48,750 ;$ 59,50;40%;Outlet
Sports Direct;1197831;21/8/2021;South;Texas;Dallas;Men's Apparel;$40.00 ;300;$1,20,000 ;$ 30,00;25%;Outlet
Sports Direct;1197831;22/8/2021;South;Texas;Dallas;Women's Apparel;$35.00 ;500;$1,75,000 ;$ 78,75;45%;Outlet
Sports Direct;1197831;23/8/2021;South;Texas;Dallas;Men's Street Footwear;$30.00 ;675;$2,02,500 ;$ 70,88;35%;Outlet
Sports Direct;1197831;24/8/2021;South;Texas;Dallas;Men's Athletic Footwear;$40.00 ;675;$2,70,000 ;$ 94,50;35%;Outlet
Sports Direct;1197831;25/8/2021;South;Texas;Dallas;Women's Street Footwear;$30.00 ;500;$1,50,000 ;$ 52,50;35%;Outlet
Sports Direct;1197831;26/8/2021;South;Texas;Dallas;Women's Athletic Footwear;$35.00 ;400;$1,40,000 ;$ 63,00;45%;Outlet
Sports Direct;1197831;27/8/2021;South;Texas;Dallas;Men's Apparel;$40.00 ;300;$1,20,000 ;$ 36,00;30%;Outlet
Sports Direct;1197831;28/8/2021;South;Texas;Dallas;Women's Apparel;$35.00 ;450;$1,57,500 ;$ 78,75;50%;Outlet
Sports Direct;1197831;29/8/2021;South;Texas;Dallas;Men's Street Footwear;$20.00 ;700;$1,40,000 ;$ 49,00;35%;Outlet
Sports Direct;1197831;30/8/2021;South;Texas;Dallas;Men's Athletic Footwear;$30.00 ;700;$2,10,000 ;$ 73,50;35%;Outlet
