Comercio;ID Comercio;Fecha de Ingreso;Región;Estado;Ciudad;Producto;Precio por Unidad;Unidades Vendidas;Precio Final;Ganancias;Margen Operativo;Metodo de venta;;;
West Gear;1128299;16/5/2020;West;California;San Francisco;Women's Apparel;$70,00 ;775;$ 54.250;$48.825 ;10%;Outlet;;;
West Gear;1128299;27/3/2021;West;California;San Francisco;Men's Street Footwear;$55,00 ;875;$ 48.125;$33.688 ;30%;Outlet;;;
West Gear;1128299;19/9/2021;West;California;San Francisco;Men's Athletic Footwear;$60,00 ;875;$ 52.500;$44.625 ;15%;Outlet;;;
West Gear;1128299;5/3/2021;West;California;San Francisco;Women's Street Footwear;$55,00 ;700;$ 38.500;$26.950 ;30%;Outlet;;;
West Gear;1128299;2/11/2020;West;California;San Francisco;Women's Athletic Footwear;$55,00 ;675;$ 37.125;$27.844 ;25%;Outlet;;;
West Gear;1128299;7/7/2020;West;California;San Francisco;Men's Apparel;$65,00 ;650;$ 42.250;$23.238 ;45%;Outlet;;;
West Gear;1128299;9/7/2020;West;California;San Francisco;Women's Apparel;$70,00 ;700;$ 49.000;$44.100 ;10%;Outlet;;;
West Gear;1128299;18/11/2021;West;California;San Francisco;Men's Street Footwear;$55,00 ;875;$ 48.125;$33.688 ;30%;Outlet;;;
West Gear;1128299;16/12/2021;West;California;San Francisco;Men's Athletic Footwear;$60,00 ;875;$ 52.500;$44.625 ;15%;Outlet;;;
West Gear;1128299;13/6/2020;West;California;San Francisco;Women's Street Footwear;$55,00 ;725;$ 39.875;$27.913 ;30%;Outlet;;;
West Gear;1128299;14/9/2021;West;California;San Francisco;Women's Athletic Footwear;$55,00 ;700;$ 38.500;$28.875 ;25%;Outlet;;;
West Gear;1128299;12/7/2020;West;California;San Francisco;Men's Apparel;$65,00 ;650;$ 42.250;$23.238 ;45%;Outlet;;;
West Gear;1128299;15/4/2021;West;California;San Francisco;Women's Apparel;$70,00 ;775;$ 54.250;$48.825 ;10%;Outlet;;;
West Gear;1128299;18/2/2021;West;California;San Francisco;Men's Street Footwear;$55,00 ;975;$ 53.625;$37.538 ;30%;Outlet;;;
West Gear;1128299;2/3/2020;West;California;San Francisco;Men's Athletic Footwear;$60,00 ;975;$ 58.500;$49.725 ;15%;Outlet;;;
West Gear;1128299;24/5/2021;West;California;San Francisco;Women's Street Footwear;$55,00 ;775;$ 42.625;$29.838 ;30%;Outlet;;;
West Gear;1128299;21/2/2020;West;California;San Francisco;Women's Athletic Footwear;$55,00 ;775;$ 42.625;$31.969 ;25%;Outlet;;;
West Gear;1128299;22/7/2020;West;California;San Francisco;Men's Apparel;$65,00 ;700;$ 45.500;$25.025 ;45%;Outlet;;;
West Gear;1128299;1/7/2020;West;California;San Francisco;Women's Apparel;$70,00 ;800;$ 56.000;$50.400 ;10%;Outlet;;;
Kohl's;1189833;22/6/2020;West;California;San Francisco;Men's Street Footwear;$35,00 ;700;$ 24.500;$14.700 ;40%;Outlet;;;
Kohl's;1189833;24/11/2020;West;California;San Francisco;Men's Athletic Footwear;$45,00 ;700;$ 31.500;$23.625 ;25%;Outlet;;;
Kohl's;1189833;3/9/2021;West;California;San Francisco;Women's Street Footwear;$45,00 ;700;$ 31.500;$18.900 ;40%;Outlet;;;
Kohl's;1189833;4/5/2021;West;California;San Francisco;Women's Athletic Footwear;$45,00 ;550;$ 24.750;$16.088 ;35%;Outlet;;;
Kohl's;1189833;10/1/2020;West;California;Los Angeles;Men's Apparel;$50,00 ;500;$ 25.000;$11.250 ;55%;Outlet;;;
Kohl's;1189833;2/9/2020;West;California;Los Angeles;Women's Apparel;$45,00 ;700;$ 31.500;$25.200 ;20%;Outlet;;;
Kohl's;1189833;29/7/2021;West;California;Los Angeles;Men's Street Footwear;$35,00 ;750;$ 26.250;$15.750 ;40%;Outlet;;;
Kohl's;1189833;24/10/2020;West;California;Los Angeles;Men's Athletic Footwear;$45,00 ;650;$ 29.250;$21.938 ;25%;Outlet;;;
Kohl's;1189833;15/6/2021;West;California;Los Angeles;Women's Street Footwear;$45,00 ;675;$ 30.375;$18.225 ;40%;Outlet;;;
Kohl's;1189833;10/3/2021;West;California;Los Angeles;Women's Athletic Footwear;$45,00 ;525;$ 23.625;$15.356 ;35%;Outlet;;;
Kohl's;1189833;30/3/2020;West;California;Los Angeles;Men's Apparel;$50,00 ;450;$ 22.500;$10.125 ;55%;Outlet;;;
Kohl's;1189833;30/7/2020;West;California;Los Angeles;Women's Apparel;$45,00 ;650;$ 29.250;$23.400 ;20%;Outlet;;;
Kohl's;1189833;17/2/2021;West;California;Los Angeles;Men's Street Footwear;$35,00 ;800;$ 28.000;$16.800 ;40%;Outlet;;;
Kohl's;1189833;9/9/2020;West;California;Los Angeles;Men's Athletic Footwear;$45,00 ;650;$ 29.250;$21.938 ;25%;Outlet;;;
Kohl's;1189833;15/3/2021;West;California;Los Angeles;Women's Street Footwear;$45,00 ;650;$ 29.250;$17.550 ;40%;Outlet;;;
Kohl's;1189833;11/9/2020;West;California;Los Angeles;Women's Athletic Footwear;$45,00 ;550;$ 24.750;$16.088 ;35%;Outlet;;;
Kohl's;1189833;1/10/2021;West;California;Los Angeles;Men's Apparel;$50,00 ;425;$ 21.250;$9.563 ;55%;Outlet;;;
Kohl's;1189833;20/5/2020;West;California;Los Angeles;Women's Apparel;$45,00 ;625;$ 28.125;$22.500 ;20%;Outlet;;;
Kohl's;1189833;21/9/2020;West;California;Los Angeles;Men's Street Footwear;$45,00 ;800;$ 36.000;$21.600 ;40%;Outlet;;;
Kohl's;1189833;24/8/2021;West;California;Los Angeles;Men's Athletic Footwear;$50,00 ;600;$ 30.000;$22.500 ;25%;Outlet;;;
Kohl's;1189833;17/3/2021;West;California;Los Angeles;Women's Street Footwear;$50,00 ;625;$ 31.250;$18.750 ;40%;Outlet;;;
Kohl's;1189833;23/1/2020;West;California;Los Angeles;Women's Athletic Footwear;$45,00 ;525;$ 23.625;$15.356 ;35%;Outlet;;;
Kohl's;1189833;13/7/2021;West;California;Los Angeles;Men's Apparel;$50,00 ;425;$ 21.250;$9.563 ;55%;Outlet;;;
Kohl's;1189833;23/4/2020;West;California;Los Angeles;Women's Apparel;$65,00 ;600;$ 39.000;$31.200 ;20%;Outlet;;;
Kohl's;1189833;5/6/2021;West;California;Los Angeles;Men's Street Footwear;$45,00 ;800;$ 36.000;$21.600 ;40%;Outlet;;;
Kohl's;1189833;4/11/2021;West;California;Los Angeles;Men's Athletic Footwear;$50,00 ;650;$ 32.500;$24.375 ;25%;Outlet;;;
Kohl's;1189833;25/10/2020;West;California;Los Angeles;Women's Street Footwear;$50,00 ;650;$ 32.500;$19.500 ;40%;Outlet;;;
Kohl's;1189833;24/8/2021;West;California;Los Angeles;Women's Athletic Footwear;$45,00 ;550;$ 24.750;$16.088 ;35%;Outlet;;;
Kohl's;1189833;1/2/2021;West;California;Los Angeles;Men's Apparel;$50,00 ;450;$ 22.500;$10.125 ;55%;Outlet;;;
Kohl's;1189833;22/11/2021;West;California;Los Angeles;Women's Apparel;$65,00 ;625;$ 40.625;$32.500 ;20%;Outlet;;;
Kohl's;1189833;15/12/2021;West;California;Los Angeles;Men's Street Footwear;$45,00 ;900;$ 40.500;$24.300 ;40%;Outlet;;;
Kohl's;1189833;22/8/2020;West;California;Los Angeles;Men's Athletic Footwear;$50,00 ;750;$ 37.500;$28.125 ;25%;Outlet;;;
Kohl's;1189833;24/4/2020;West;California;Los Angeles;Women's Street Footwear;$50,00 ;750;$ 37.500;$22.500 ;40%;Outlet;;;
Kohl's;1189833;15/9/2020;West;California;Los Angeles;Women's Athletic Footwear;$45,00 ;625;$ 28.125;$18.281 ;35%;Outlet;;;
Kohl's;1189833;3/2/2020;West;California;Los Angeles;Men's Apparel;$50,00 ;500;$ 25.000;$11.250 ;55%;Outlet;;;
Kohl's;1189833;24/7/2020;West;California;Los Angeles;Women's Apparel;$65,00 ;800;$ 52.000;$41.600 ;20%;Outlet;;;
Kohl's;1189833;22/5/2020;West;California;Los Angeles;Men's Street Footwear;$45,00 ;950;$ 42.750;$25.650 ;40%;Outlet;;;
Kohl's;1189833;19/12/2020;West;California;Los Angeles;Men's Athletic Footwear;$50,00 ;800;$ 40.000;$30.000 ;25%;Outlet;;;
Kohl's;1189833;7/12/2020;West;California;Los Angeles;Women's Street Footwear;$50,00 ;750;$ 37.500;$22.500 ;40%;Outlet;;;
Kohl's;1189833;26/2/2021;West;California;Los Angeles;Women's Athletic Footwear;$45,00 ;650;$ 29.250;$19.013 ;35%;Outlet;;;
Kohl's;1189833;22/11/2021;West;California;Los Angeles;Men's Apparel;$50,00 ;700;$ 35.000;$15.750 ;55%;Outlet;;;
Kohl's;1189833;30/1/2020;West;California;Los Angeles;Women's Apparel;$65,00 ;700;$ 45.500;$36.400 ;20%;Outlet;;;
Kohl's;1189833;14/9/2021;West;California;Los Angeles;Men's Street Footwear;$50,00 ;900;$ 45.000;$27.000 ;40%;Outlet;;;
Kohl's;1189833;25/1/2021;West;California;Los Angeles;Men's Athletic Footwear;$55,00 ;850;$ 46.750;$35.063 ;25%;Outlet;;;
Kohl's;1189833;17/12/2020;West;California;Los Angeles;Women's Street Footwear;$50,00 ;725;$ 36.250;$21.750 ;40%;Outlet;;;
Kohl's;1189833;15/12/2021;West;California;Los Angeles;Women's Athletic Footwear;$50,00 ;675;$ 33.750;$21.938 ;35%;Outlet;;;
Kohl's;1189833;21/1/2021;West;California;Los Angeles;Men's Apparel;$60,00 ;675;$ 40.500;$18.225 ;55%;Outlet;;;
Kohl's;1189833;8/5/2021;West;California;Los Angeles;Women's Apparel;$65,00 ;650;$ 42.250;$33.800 ;20%;Outlet;;;
Kohl's;1189833;11/11/2021;West;California;Los Angeles;Men's Street Footwear;$50,00 ;850;$ 42.500;$25.500 ;40%;Outlet;;;
Kohl's;1189833;30/10/2020;West;California;Los Angeles;Men's Athletic Footwear;$55,00 ;850;$ 46.750;$35.063 ;25%;Outlet;;;
Kohl's;1189833;10/11/2020;West;California;Los Angeles;Women's Street Footwear;$50,00 ;700;$ 35.000;$21.000 ;40%;Outlet;;;
Kohl's;1189833;4/6/2020;West;California;Los Angeles;Women's Athletic Footwear;$50,00 ;650;$ 32.500;$21.125 ;35%;Outlet;;;
Kohl's;1189833;11/1/2021;West;California;Los Angeles;Men's Apparel;$60,00 ;650;$ 39.000;$17.550 ;55%;Outlet;;;
Kohl's;1189833;4/6/2020;West;California;Los Angeles;Women's Apparel;$65,00 ;700;$ 45.500;$36.400 ;20%;Outlet;;;
Kohl's;1189833;29/10/2020;West;California;Los Angeles;Men's Street Footwear;$50,00 ;800;$ 40.000;$24.000 ;40%;Outlet;;;
Kohl's;1189833;30/10/2021;West;California;Los Angeles;Men's Athletic Footwear;$55,00 ;800;$ 44.000;$33.000 ;25%;Outlet;;;
Kohl's;1189833;19/1/2020;West;California;Los Angeles;Women's Street Footwear;$50,00 ;650;$ 32.500;$19.500 ;40%;Outlet;;;
Kohl's;1189833;24/11/2021;West;California;Los Angeles;Women's Athletic Footwear;$50,00 ;625;$ 31.250;$20.313 ;35%;Outlet;;;
Kohl's;1189833;7/3/2021;West;California;Los Angeles;Men's Apparel;$60,00 ;600;$ 36.000;$16.200 ;55%;Outlet;;;
Kohl's;1189833;15/9/2020;West;California;Los Angeles;Women's Apparel;$65,00 ;650;$ 42.250;$33.800 ;20%;Outlet;;;
Kohl's;1189833;17/12/2020;West;California;Los Angeles;Men's Street Footwear;$50,00 ;825;$ 41.250;$24.750 ;40%;Outlet;;;
Kohl's;1189833;9/4/2021;West;California;Los Angeles;Men's Athletic Footwear;$55,00 ;825;$ 45.375;$34.031 ;25%;Outlet;;;
Kohl's;1189833;7/12/2021;West;California;Los Angeles;Women's Street Footwear;$50,00 ;675;$ 33.750;$20.250 ;40%;Outlet;;;
Kohl's;1189833;14/1/2021;West;California;Los Angeles;Women's Athletic Footwear;$50,00 ;650;$ 32.500;$21.125 ;35%;Outlet;;;
Kohl's;1189833;7/2/2021;West;California;Los Angeles;Men's Apparel;$60,00 ;600;$ 36.000;$16.200 ;55%;Outlet;;;
Kohl's;1189833;21/11/2020;West;California;Los Angeles;Women's Apparel;$65,00 ;700;$ 45.500;$36.400 ;20%;Outlet;;;
Kohl's;1189833;22/7/2020;West;California;Los Angeles;Men's Street Footwear;$50,00 ;900;$ 45.000;$27.000 ;40%;Outlet;;;
Kohl's;1189833;25/12/2020;West;California;Los Angeles;Men's Athletic Footwear;$55,00 ;900;$ 49.500;$37.125 ;25%;Outlet;;;
Kohl's;1189833;4/2/2021;West;California;Los Angeles;Women's Street Footwear;$50,00 ;700;$ 35.000;$21.000 ;40%;Outlet;;;
Kohl's;1189833;6/10/2021;West;California;Los Angeles;Women's Athletic Footwear;$50,00 ;700;$ 35.000;$22.750 ;35%;Outlet;;;
Kohl's;1189833;14/1/2020;West;California;Los Angeles;Men's Apparel;$60,00 ;625;$ 37.500;$16.875 ;55%;Outlet;;;
Kohl's;1189833;20/5/2020;West;California;Los Angeles;Women's Apparel;$65,00 ;725;$ 47.125;$37.700 ;20%;Outlet;;;
Foot Locker;1185732;17/7/2021;West;California;Los Angeles;Men's Street Footwear;$45,00 ;475;$ 21.375;$12.825 ;40%;Outlet;;;
Foot Locker;1185732;4/1/2021;West;California;Los Angeles;Men's Athletic Footwear;$45,00 ;275;$ 12.375;$8.044 ;35%;Outlet;;;
Foot Locker;1185732;18/2/2021;West;California;Los Angeles;Women's Street Footwear;$35,00 ;275;$ 9.625;$6.256 ;35%;Outlet;;;
Foot Locker;1185732;4/3/2021;West;California;Los Angeles;Women's Athletic Footwear;$40,00 ;125;$ 5.000;$3.000 ;40%;Outlet;;;
Foot Locker;1185732;8/10/2020;Midwest;Illinois;Chicago;Men's Apparel;$55,00 ;175;$ 9.625;$6.256 ;35%;Outlet;;;
Foot Locker;1185732;10/12/2021;Midwest;Illinois;Chicago;Women's Apparel;$45,00 ;275;$ 12.375;$6.188 ;50%;Outlet;;;
Foot Locker;1185732;13/9/2020;Midwest;Illinois;Chicago;Men's Street Footwear;$45,00 ;525;$ 23.625;$14.175 ;40%;Outlet;;;
Foot Locker;1185732;25/3/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;$45,00 ;175;$ 7.875;$5.119 ;35%;Outlet;;;
Foot Locker;1185732;15/7/2021;Midwest;Illinois;Chicago;Women's Street Footwear;$35,00 ;225;$ 7.875;$5.119 ;35%;Outlet;;;
Foot Locker;1185732;8/12/2020;Midwest;Illinois;Chicago;Women's Athletic Footwear;$40,00 ;100;$ 4.000;$2.400 ;40%;Outlet;;;
Foot Locker;1185732;19/7/2020;Midwest;Illinois;Chicago;Men's Apparel;$55,00 ;175;$ 9.625;$6.256 ;35%;Outlet;;;
Foot Locker;1185732;28/7/2020;Midwest;Illinois;Chicago;Women's Apparel;$45,00 ;275;$ 12.375;$6.188 ;50%;Outlet;;;
Foot Locker;1185732;6/3/2021;Midwest;Illinois;Chicago;Men's Street Footwear;$50,00 ;495;$ 24.750;$14.850 ;40%;Outlet;;;
Foot Locker;1185732;11/2/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;$50,00 ;200;$ 10.000;$6.500 ;35%;Outlet;;;
Foot Locker;1185732;16/9/2020;Midwest;Illinois;Chicago;Women's Street Footwear;$40,00 ;225;$ 9.000;$5.850 ;35%;Outlet;;;
Foot Locker;1185732;5/9/2020;Midwest;Illinois;Chicago;Women's Athletic Footwear;$45,00 ;75;$ 3.375;$2.025 ;40%;Outlet;;;
Foot Locker;1185732;25/12/2020;Midwest;Illinois;Chicago;Men's Apparel;$60,00 ;125;$ 7.500;$4.875 ;35%;Outlet;;;
Foot Locker;1185732;1/4/2020;Midwest;Illinois;Chicago;Women's Apparel;$50,00 ;225;$ 11.250;$5.625 ;50%;Outlet;;;
Foot Locker;1185732;15/9/2021;Midwest;Illinois;Chicago;Men's Street Footwear;$50,00 ;450;$ 22.500;$13.500 ;40%;Outlet;;;
Foot Locker;1185732;21/2/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;$50,00 ;150;$ 7.500;$4.875 ;35%;Outlet;;;
Foot Locker;1185732;29/5/2021;Midwest;Illinois;Chicago;Women's Street Footwear;$40,00 ;150;$ 6.000;$3.900 ;35%;Outlet;;;
Foot Locker;1185732;12/5/2021;Midwest;Illinois;Chicago;Women's Athletic Footwear;$45,00 ;75;$ 3.375;$2.025 ;40%;Outlet;;;
Foot Locker;1185732;23/4/2021;Midwest;Illinois;Chicago;Men's Apparel;$60,00 ;100;$ 6.000;$3.900 ;35%;Outlet;;;
Foot Locker;1185732;16/12/2020;Midwest;Illinois;Chicago;Women's Apparel;$50,00 ;225;$ 11.250;$5.625 ;50%;Outlet;;;
Foot Locker;1185732;16/1/2021;Midwest;Illinois;Chicago;Men's Street Footwear;$60,00 ;495;$ 29.700;$17.820 ;40%;Outlet;;;
Foot Locker;1185732;22/12/2020;Midwest;Illinois;Chicago;Men's Athletic Footwear;$55,00 ;200;$ 11.000;$7.150 ;35%;Outlet;;;
Foot Locker;1185732;14/1/2020;Midwest;Illinois;Chicago;Women's Street Footwear;$50,00 ;175;$ 8.750;$5.688 ;35%;Outlet;;;
Foot Locker;1185732;24/2/2021;Midwest;Illinois;Chicago;Women's Athletic Footwear;$50,00 ;100;$ 5.000;$3.000 ;40%;Outlet;;;
Foot Locker;1185732;14/10/2020;Midwest;Illinois;Chicago;Men's Apparel;$60,00 ;125;$ 7.500;$4.875 ;35%;Outlet;;;
Foot Locker;1185732;8/9/2021;Midwest;Illinois;Chicago;Women's Apparel;$65,00 ;250;$ 16.250;$8.125 ;50%;Outlet;;;
Foot Locker;1185732;17/2/2021;Midwest;Illinois;Chicago;Men's Street Footwear;$50,00 ;500;$ 25.000;$15.000 ;40%;Outlet;;;
Foot Locker;1185732;2/9/2020;Midwest;Illinois;Chicago;Men's Athletic Footwear;$45,00 ;250;$ 11.250;$7.313 ;35%;Outlet;;;
Foot Locker;1185732;22/10/2020;Midwest;Illinois;Chicago;Women's Street Footwear;$40,00 ;200;$ 8.000;$5.200 ;35%;Outlet;;;
Foot Locker;1185732;6/9/2021;Midwest;Illinois;Chicago;Women's Athletic Footwear;$40,00 ;175;$ 7.000;$4.200 ;40%;Outlet;;;
Foot Locker;1185732;7/5/2021;Midwest;Illinois;Chicago;Men's Apparel;$50,00 ;175;$ 8.750;$5.688 ;35%;Outlet;;;
Foot Locker;1185732;30/8/2020;Midwest;Illinois;Chicago;Women's Apparel;$55,00 ;350;$ 19.250;$9.625 ;50%;Outlet;;;
Foot Locker;1185732;18/10/2021;Midwest;Illinois;Chicago;Men's Street Footwear;$50,00 ;575;$ 28.750;$17.250 ;40%;Outlet;;;
Foot Locker;1185732;26/12/2020;Midwest;Illinois;Chicago;Men's Athletic Footwear;$45,00 ;325;$ 14.625;$9.506 ;35%;Outlet;;;
Foot Locker;1185732;16/2/2020;Midwest;Illinois;Chicago;Women's Street Footwear;$40,00 ;250;$ 10.000;$6.500 ;35%;Outlet;;;
Foot Locker;1185732;20/9/2021;Midwest;Illinois;Chicago;Women's Athletic Footwear;$40,00 ;200;$ 8.000;$4.800 ;40%;Outlet;;;
Foot Locker;1185732;21/6/2021;Midwest;Illinois;Chicago;Men's Apparel;$50,00 ;225;$ 11.250;$7.313 ;35%;Outlet;;;
Foot Locker;1185732;19/4/2021;Midwest;Illinois;Chicago;Women's Apparel;$55,00 ;400;$ 22.000;$11.000 ;50%;Outlet;;;
Foot Locker;1185732;9/3/2020;Midwest;Illinois;Chicago;Men's Street Footwear;$50,00 ;550;$ 27.500;$16.500 ;40%;Outlet;;;
Foot Locker;1185732;7/9/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;$45,00 ;325;$ 14.625;$9.506 ;35%;Outlet;;;
Foot Locker;1185732;24/2/2020;Midwest;Illinois;Chicago;Women's Street Footwear;$40,00 ;250;$ 10.000;$6.500 ;35%;Outlet;;;
Foot Locker;1185732;6/8/2020;Midwest;Illinois;Chicago;Women's Athletic Footwear;$40,00 ;225;$ 9.000;$5.400 ;40%;Outlet;;;
Foot Locker;1185732;23/6/2021;Midwest;Illinois;Chicago;Men's Apparel;$50,00 ;200;$ 10.000;$6.500 ;35%;Outlet;;;
Foot Locker;1185732;8/12/2021;Midwest;Illinois;Chicago;Women's Apparel;$55,00 ;375;$ 20.625;$10.313 ;50%;Outlet;;;
Foot Locker;1185732;30/7/2021;Midwest;Illinois;Chicago;Men's Street Footwear;$50,00 ;500;$ 25.000;$15.000 ;40%;Outlet;;;
Foot Locker;1185732;10/10/2020;Midwest;Illinois;Chicago;Men's Athletic Footwear;$45,00 ;300;$ 13.500;$8.775 ;35%;Outlet;;;
Foot Locker;1185732;15/7/2020;Midwest;Illinois;Chicago;Women's Street Footwear;$40,00 ;200;$ 8.000;$5.200 ;35%;Outlet;;;
Foot Locker;1185732;9/7/2020;Midwest;Illinois;Chicago;Women's Athletic Footwear;$40,00 ;175;$ 7.000;$4.200 ;40%;Outlet;;;
Foot Locker;1185732;30/6/2021;Midwest;Illinois;Chicago;Men's Apparel;$50,00 ;175;$ 8.750;$5.688 ;35%;Outlet;;;
Foot Locker;1185732;14/6/2020;Midwest;Illinois;Chicago;Women's Apparel;$55,00 ;250;$ 13.750;$6.875 ;50%;Outlet;;;
Foot Locker;1185732;11/5/2021;Midwest;Illinois;Chicago;Men's Street Footwear;$60,00 ;425;$ 25.500;$15.300 ;40%;Outlet;;;
Foot Locker;1185732;7/5/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;$50,00 ;250;$ 12.500;$8.125 ;35%;Outlet;;;
Foot Locker;1185732;4/8/2021;Midwest;Illinois;Chicago;Women's Street Footwear;$50,00 ;150;$ 7.500;$4.875 ;35%;Outlet;;;
Foot Locker;1185732;20/11/2021;Midwest;Illinois;Chicago;Women's Athletic Footwear;$50,00 ;125;$ 6.250;$3.750 ;40%;Outlet;;;
Foot Locker;1185732;24/8/2021;Midwest;Illinois;Chicago;Men's Apparel;$60,00 ;125;$ 7.500;$4.875 ;35%;Outlet;;;
Foot Locker;1185732;29/5/2021;Midwest;Illinois;Chicago;Women's Apparel;$65,00 ;250;$ 16.250;$8.125 ;50%;Outlet;;;
Foot Locker;1185732;21/6/2020;Midwest;Illinois;Chicago;Men's Street Footwear;$60,00 ;400;$ 24.000;$14.400 ;40%;Outlet;;;
Foot Locker;1185732;16/3/2020;Midwest;Illinois;Chicago;Men's Athletic Footwear;$50,00 ;250;$ 12.500;$8.125 ;35%;Outlet;;;
Foot Locker;1185732;10/7/2020;Midwest;Illinois;Chicago;Women's Street Footwear;$50,00 ;195;$ 9.750;$6.338 ;35%;Outlet;;;
Foot Locker;1185732;19/5/2020;Midwest;Illinois;Chicago;Women's Athletic Footwear;$50,00 ;175;$ 8.750;$5.250 ;40%;Outlet;;;
Foot Locker;1185732;30/5/2020;Midwest;Illinois;Chicago;Men's Apparel;$60,00 ;150;$ 9.000;$5.850 ;35%;Outlet;;;
Foot Locker;1185732;1/12/2020;Midwest;Illinois;Chicago;Women's Apparel;$65,00 ;250;$ 16.250;$8.125 ;50%;Outlet;;;
Foot Locker;1185732;12/3/2020;Midwest;Illinois;Chicago;Men's Street Footwear;$60,00 ;500;$ 30.000;$18.000 ;40%;Outlet;;;
Foot Locker;1185732;29/8/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;$50,00 ;300;$ 15.000;$9.750 ;35%;Outlet;;;
Foot Locker;1185732;12/10/2021;Midwest;Illinois;Chicago;Women's Street Footwear;$50,00 ;250;$ 12.500;$8.125 ;35%;Outlet;;;
Foot Locker;1185732;19/4/2020;Midwest;Illinois;Chicago;Women's Athletic Footwear;$50,00 ;200;$ 10.000;$6.000 ;40%;Outlet;;;
Foot Locker;1185732;25/9/2021;Midwest;Illinois;Chicago;Men's Apparel;$60,00 ;200;$ 12.000;$7.800 ;35%;Outlet;;;
Foot Locker;1185732;21/2/2020;Midwest;Illinois;Chicago;Women's Apparel;$65,00 ;300;$ 19.500;$9.750 ;50%;Outlet;;;
Sports Direct;1197831;6/9/2020;Midwest;Illinois;Chicago;Men's Street Footwear;$20,00 ;725;$ 14.500;$10.150 ;30%;Outlet;;;
Sports Direct;1197831;12/5/2020;Midwest;Illinois;Chicago;Men's Athletic Footwear;$30,00 ;725;$ 21.750;$15.225 ;30%;Outlet;;;
Sports Direct;1197831;12/9/2020;Midwest;Illinois;Chicago;Women's Street Footwear;$30,00 ;525;$ 15.750;$11.025 ;30%;Outlet;;;
Sports Direct;1197831;25/1/2021;Midwest;Illinois;Chicago;Women's Athletic Footwear;$35,00 ;525;$ 18.375;$11.025 ;40%;Outlet;;;
Sports Direct;1197831;22/2/2020;South;Texas;Dallas;Men's Apparel;$40,00 ;375;$ 15.000;$11.250 ;25%;Outlet;;;
Sports Direct;1197831;25/11/2021;South;Texas;Dallas;Women's Apparel;$35,00 ;525;$ 18.375;$10.106 ;45%;Outlet;;;
Sports Direct;1197831;21/7/2021;South;Texas;Dallas;Men's Street Footwear;$25,00 ;675;$ 16.875;$11.813 ;30%;Outlet;;;
Sports Direct;1197831;2/11/2020;South;Texas;Dallas;Men's Athletic Footwear;$35,00 ;650;$ 22.750;$15.925 ;30%;Outlet;;;
Sports Direct;1197831;14/9/2021;South;Texas;Dallas;Women's Street Footwear;$35,00 ;475;$ 16.625;$11.638 ;30%;Outlet;;;
Sports Direct;1197831;24/12/2021;South;Texas;Dallas;Women's Athletic Footwear;$35,00 ;425;$ 14.875;$8.925 ;40%;Outlet;;;
Sports Direct;1197831;5/12/2020;South;Texas;Dallas;Men's Apparel;$40,00 ;300;$ 12.000;$9.000 ;25%;Outlet;;;
Sports Direct;1197831;12/2/2021;South;Texas;Dallas;Women's Apparel;$35,00 ;500;$ 17.500;$9.625 ;45%;Outlet;;;
Sports Direct;1197831;7/5/2021;South;Texas;Dallas;Men's Street Footwear;$30,00 ;675;$ 20.250;$13.163 ;35%;Outlet;;;
Sports Direct;1197831;21/10/2021;South;Texas;Dallas;Men's Athletic Footwear;$40,00 ;675;$ 27.000;$17.550 ;35%;Outlet;;;
Sports Direct;1197831;8/4/2021;South;Texas;Dallas;Women's Street Footwear;$30,00 ;500;$ 15.000;$9.750 ;35%;Outlet;;;
Sports Direct;1197831;6/4/2021;South;Texas;Dallas;Women's Athletic Footwear;$35,00 ;400;$ 14.000;$7.700 ;45%;Outlet;;;
Sports Direct;1197831;16/8/2020;South;Texas;Dallas;Men's Apparel;$40,00 ;300;$ 12.000;$8.400 ;30%;Outlet;;;
Sports Direct;1197831;2/1/2020;South;Texas;Dallas;Women's Apparel;$35,00 ;450;$ 15.750;$7.875 ;50%;Outlet;;;
